code,name,id,Country,Province,District,longitude,latitude,district_populations,new_boreholes,mother_support_groups,community_gardens
kapepula,Kapepula Health Post,sodljrI7K4n,Zambia,Northern,Kaputa,30.09149,-8.46097,94574,,,165
kapepula,Kapepula Health Post,sodljrI7K4n,Zambia,Northern,Kaputa,30.09149,-8.46097,94574,,393,
kapila,Kapila Health Post,CC7NamNFE6W,Zambia,Central,Chibombo,28.28046,-15.18885,250702,1,,
kapila,Kapila Health Post,CC7NamNFE6W,Zambia,Central,Chibombo,28.28046,-15.18885,250702,,,583
kapila,Kapila Health Post,CC7NamNFE6W,Zambia,Central,Chibombo,28.28046,-15.18885,250702,,6560,
kapiri_mposhi,Kapiri Mposhi District Hospital,H0mhX4hUAZY,Zambia,Central,Kapiri-Mposhi,28.67773,-13.96662,301722,15,,
kapiri_mposhi,Kapiri Mposhi District Hospital,H0mhX4hUAZY,Zambia,Central,Kapiri-Mposhi,28.67773,-13.96662,301722,,,136
kapiri_mposhi,Kapiri Mposhi District Hospital,H0mhX4hUAZY,Zambia,Central,Kapiri-Mposhi,28.67773,-13.96662,301722,,5350,
kapiri_urban,Kapiri Urban Health Centre,MDXfq6mzy9k,Zambia,Central,Kapiri-Mposhi,28.67838,-13.96673,301722,15,,
kapiri_urban,Kapiri Urban Health Centre,MDXfq6mzy9k,Zambia,Central,Kapiri-Mposhi,28.67838,-13.96673,301722,,,136
kapiri_urban,Kapiri Urban Health Centre,MDXfq6mzy9k,Zambia,Central,Kapiri-Mposhi,28.67838,-13.96673,301722,,5350,
kapisha,Kapisha Health Post,lv58NjFVtBo,Zambia,Luapula,Mansa,29.30445,-11.34178,253414,5,,
kapisha,Kapisha Health Post,lv58NjFVtBo,Zambia,Luapula,Mansa,29.30445,-11.34178,253414,,,210
kapisha,Kapisha Health Post,lv58NjFVtBo,Zambia,Luapula,Mansa,29.30445,-11.34178,253414,,4636,
kapompwa,Kapompwa Health Post,ZDnZCIRJeSE,Zambia,Luapula,Mansa,29.0945,-11.27141,253414,5,,
kapompwa,Kapompwa Health Post,ZDnZCIRJeSE,Zambia,Luapula,Mansa,29.0945,-11.27141,253414,,,210
kapompwa,Kapompwa Health Post,ZDnZCIRJeSE,Zambia,Luapula,Mansa,29.0945,-11.27141,253414,,4636,
kapopo,Kapopo Health Post,kNpkO7r8Pzm,Zambia,Central,Chibombo,28.23978,-15.39659,250702,1,,
kapopo,Kapopo Health Post,kNpkO7r8Pzm,Zambia,Central,Chibombo,28.23978,-15.39659,250702,,,583
kapopo,Kapopo Health Post,kNpkO7r8Pzm,Zambia,Central,Chibombo,28.23978,-15.39659,250702,,6560,
kaputa,Kaputa Rural Health Centre,xjmW5kez7T3,Zambia,Northern,Kaputa,29.663454,-8.469901,94574,0,,
kaputa,Kaputa Rural Health Centre,xjmW5kez7T3,Zambia,Northern,Kaputa,29.663454,-8.469901,94574,,,165
kaputa,Kaputa Rural Health Centre,xjmW5kez7T3,Zambia,Northern,Kaputa,29.663454,-8.469901,94574,,393,
kasakula,Kasakula Rural Health Centre,gSs5a46lAIc,Zambia,Northern,Kasama,30.72684,-10.51409,306462,12,,
kasakula,Kasakula Rural Health Centre,gSs5a46lAIc,Zambia,Northern,Kasama,30.72684,-10.51409,306462,,,369
kasakula,Kasakula Rural Health Centre,gSs5a46lAIc,Zambia,Northern,Kasama,30.72684,-10.51409,306462,,1229,
kasama_hp,Kasama Health Post,BTPzz67xJ93,Zambia,Northern,Kasama,31.19354,-10.1991,306462,12,,
kasama_hp,Kasama Health Post,BTPzz67xJ93,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,,369
kasama_hp,Kasama Health Post,BTPzz67xJ93,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,1229,
kasama_urban,Kasama Urban Clinic,efE5CmHyTqg,Zambia,Northern,Kasama,31.18373,-10.20515,306462,12,,
kasama_urban,Kasama Urban Clinic,efE5CmHyTqg,Zambia,Northern,Kasama,31.18373,-10.20515,306462,,,369
kasama_urban,Kasama Urban Clinic,efE5CmHyTqg,Zambia,Northern,Kasama,31.18373,-10.20515,306462,,1229,
kasamba,Kasamba Health Post,q3XYQU9suhl,Zambia,Luapula,Mansa,28.89743,-11.2017,253414,5,,
kasamba,Kasamba Health Post,q3XYQU9suhl,Zambia,Luapula,Mansa,28.89743,-11.2017,253414,,,210
kasamba,Kasamba Health Post,q3XYQU9suhl,Zambia,Luapula,Mansa,28.89743,-11.2017,253414,,4636,
kasanda,Kasanda Urban Health Centre,DQIOCvrqZDg,Zambia,Central,Kabwe,28.4268,-14.43645,234055,,,1
kasanda,Kasanda Urban Health Centre,DQIOCvrqZDg,Zambia,Central,Kabwe,28.4268,-14.43645,234055,23,,
kasanda,Kasanda Urban Health Centre,DQIOCvrqZDg,Zambia,Central,Kabwe,28.4268,-14.43645,234055,,793,
kasanka,Kasanka Rural Health Centre,kKXh6a17CSw,Zambia,Luapula,Samfya,29.51292,-11.9678,209209,3,,
kasanka,Kasanka Rural Health Centre,kKXh6a17CSw,Zambia,Luapula,Samfya,29.51292,-11.9678,209209,,,395
kasanka,Kasanka Rural Health Centre,kKXh6a17CSw,Zambia,Luapula,Samfya,29.51292,-11.9678,209209,,554,
kasanse,Kasanse Health Post,a2sdqITPtCG,Zambia,Luapula,Mansa,29.53815,-11.2845,253414,5,,
kasanse,Kasanse Health Post,a2sdqITPtCG,Zambia,Luapula,Mansa,29.53815,-11.2845,253414,,,210
kasanse,Kasanse Health Post,a2sdqITPtCG,Zambia,Luapula,Mansa,29.53815,-11.2845,253414,,4636,
kasavasa,Kasavasa Rural Health Centre,mkNZHjUjz65,Zambia,Central,Kabwe,28.377851,-14.577486,234055,,,1
kasavasa,Kasavasa Rural Health Centre,mkNZHjUjz65,Zambia,Central,Kabwe,28.377851,-14.577486,234055,23,,
kasavasa,Kasavasa Rural Health Centre,mkNZHjUjz65,Zambia,Central,Kabwe,28.377851,-14.577486,234055,,793,
kasepa,Kasepa Health Post,xKzTFw3w44J,Zambia,Northern,Kaputa,29.61899,-8.54991,94574,0,,
kasepa,Kasepa Health Post,xKzTFw3w44J,Zambia,Northern,Kaputa,29.61899,-8.54991,94574,,,165
kasepa,Kasepa Health Post,xKzTFw3w44J,Zambia,Northern,Kaputa,29.61899,-8.54991,94574,,393,
kashikishi,Kashikishi Hospital Affiliated Health Centre,RR560L7ZOy5,Zambia,Luapula,Nchelenge,28.74942,-9.3187,203432,9,,
kashikishi,Kashikishi Hospital Affiliated Health Centre,RR560L7ZOy5,Zambia,Luapula,Nchelenge,28.74942,-9.3187,203432,,,717
kashikishi,Kashikishi Hospital Affiliated Health Centre,RR560L7ZOy5,Zambia,Luapula,Nchelenge,28.74942,-9.3187,203432,,850,
kashinka,Kashinka Health Post,D92S9i4iPYR,Zambia,Central,Mumbwa,26.98691,-14.97267,242480,8,,
kashinka,Kashinka Health Post,D92S9i4iPYR,Zambia,Central,Mumbwa,26.98691,-14.97267,242480,,,113
kashinka,Kashinka Health Post,D92S9i4iPYR,Zambia,Central,Mumbwa,26.98691,-14.97267,242480,,5250,
kasama_kashinka,Kashinka Health Post,uqBSy69CUPF,Zambia,Northern,Kasama,30.90182,-10.41753,306462,12,,
kasama_kashinka,Kashinka Health Post,uqBSy69CUPF,Zambia,Northern,Kasama,30.90182,-10.41753,306462,,,369
kasama_kashinka,Kashinka Health Post,uqBSy69CUPF,Zambia,Northern,Kasama,30.90182,-10.41753,306462,,1229,
kasomabangweulu,Kasomabangweulu Rural Health Centre,uVl9DuANQp0,Zambia,Luapula,Samfya,29.55622,-11.44441,209209,3,,
kasomabangweulu,Kasomabangweulu Rural Health Centre,uVl9DuANQp0,Zambia,Luapula,Samfya,29.55622,-11.44441,209209,,,395
kasomabangweulu,Kasomabangweulu Rural Health Centre,uVl9DuANQp0,Zambia,Luapula,Samfya,29.55622,-11.44441,209209,,554,
kasonde_chisuna,Kasonde Chisuna Health Post,XV9pSCMo1ej,Zambia,Northern,Kasama,31.047148,-10.28301,306462,12,,
kasonde_chisuna,Kasonde Chisuna Health Post,XV9pSCMo1ej,Zambia,Northern,Kasama,31.047148,-10.28301,306462,,,369
kasonde_chisuna,Kasonde Chisuna Health Post,XV9pSCMo1ej,Zambia,Northern,Kasama,31.047148,-10.28301,306462,,1229,
kasonde_kombo,Kasonde Kombo-Kombo Health Post,JVyMx0PZsp8,Zambia,Northern,Luwingu,30.23292,-10.75551,179554,3,,
kasonde_kombo,Kasonde Kombo-Kombo Health Post,JVyMx0PZsp8,Zambia,Northern,Luwingu,30.23292,-10.75551,179554,,,283
kasonde_kombo,Kasonde Kombo-Kombo Health Post,JVyMx0PZsp8,Zambia,Northern,Luwingu,30.23292,-10.75551,179554,,1341,
kasonde_mutokwa,Kasonde Mutokwa Health Post,cJXVpe43f0F,Zambia,Northern,Kasama,31.177,-10.22328,306462,12,,
kasonde_mutokwa,Kasonde Mutokwa Health Post,cJXVpe43f0F,Zambia,Northern,Kasama,31.177,-10.22328,306462,,,369
kasonde_mutokwa,Kasonde Mutokwa Health Post,cJXVpe43f0F,Zambia,Northern,Kasama,31.177,-10.22328,306462,,1229,
kasangole,Kasongole Rural Health Centre,SbgeurMfLQ4,Zambia,Northern,Kaputa,29.480985,-8.891828,94574,0,,
kasangole,Kasongole Rural Health Centre,SbgeurMfLQ4,Zambia,Northern,Kaputa,29.480985,-8.891828,94574,,,165
kasangole,Kasongole Rural Health Centre,SbgeurMfLQ4,Zambia,Northern,Kaputa,29.480985,-8.891828,94574,,393,
kasumpa,Kasumpa Health Post,TRpRj0eFX2S,Zambia,Luapula,Nchelenge,28.75709,-9.69127,203432,9,,
kasumpa,Kasumpa Health Post,TRpRj0eFX2S,Zambia,Luapula,Nchelenge,28.75709,-9.69127,203432,,,717
kasumpa,Kasumpa Health Post,TRpRj0eFX2S,Zambia,Luapula,Nchelenge,28.75709,-9.69127,203432,,850,
kasunga_mbala,Kasunga Health facility,y2ZN4Jo5sQW,Zambia,Northern,Mbala,31.5267,-8.8294,268774,13,,
kasunga_mbala,Kasunga Health facility,y2ZN4Jo5sQW,Zambia,Northern,Mbala,31.5267,-8.8294,268774,,,124
kasunga_mbala,Kasunga Health facility,y2ZN4Jo5sQW,Zambia,Northern,Mbala,31.5267,-8.8294,268774,,683,
kasunga,Kasunga Health Post,yxmx845Izhk,Zambia,Northern,Luwingu,30.60844,-10.83864,179554,3,,
kasunga,Kasunga Health Post,yxmx845Izhk,Zambia,Northern,Luwingu,30.60844,-10.83864,179554,,,283
kasunga,Kasunga Health Post,yxmx845Izhk,Zambia,Northern,Luwingu,30.60844,-10.83864,179554,,1341,
kasungwe,Kasungwe Health Post,c9g0Va5HPVD,Zambia,Northern,Kaputa,29.69768,-8.40908,94574,0,,
kasungwe,Kasungwe Health Post,c9g0Va5HPVD,Zambia,Northern,Kaputa,29.69768,-8.40908,94574,,,165
kasungwe,Kasungwe Health Post,c9g0Va5HPVD,Zambia,Northern,Kaputa,29.69768,-8.40908,94574,,393,
kaswende,Kaswende Rural Health Post,uLTBBmpIl4r,Zambia,Central,Kapiri-Mposhi,28.00405,-14.35154,301722,15,,
kaswende,Kaswende Rural Health Post,uLTBBmpIl4r,Zambia,Central,Kapiri-Mposhi,28.00405,-14.35154,301722,,,136
kaswende,Kaswende Rural Health Post,uLTBBmpIl4r,Zambia,Central,Kapiri-Mposhi,28.00405,-14.35154,301722,,5350,
katangwe,Katangwe Rural Health Clinic,TXu72PvHrN2,Zambia,Luapula,Mansa,28.97817,-11.28684,253414,5,,
katangwe,Katangwe Rural Health Clinic,TXu72PvHrN2,Zambia,Luapula,Mansa,28.97817,-11.28684,253414,,,210
katangwe,Katangwe Rural Health Clinic,TXu72PvHrN2,Zambia,Luapula,Mansa,28.97817,-11.28684,253414,,4636,
katanshya,Katanshya Rural Health Centre,h7FQnC4ZbHW,Zambia,Luapula,Samfya,29.72281,-11.45661,209209,3,,
katanshya,Katanshya Rural Health Centre,h7FQnC4ZbHW,Zambia,Luapula,Samfya,29.72281,-11.45661,209209,,,395
katanshya,Katanshya Rural Health Centre,h7FQnC4ZbHW,Zambia,Luapula,Samfya,29.72281,-11.45661,209209,,554,
kateshi,Kateshi Rural Health Centre,oiiypZYb1XN,Zambia,Northern,Kasama,31.39524,-9.09797,306462,12,,
kateshi,Kateshi Rural Health Centre,oiiypZYb1XN,Zambia,Northern,Kasama,31.39524,-9.09797,306462,,,369
kateshi,Kateshi Rural Health Centre,oiiypZYb1XN,Zambia,Northern,Kasama,31.39524,-9.09797,306462,,1229,
katito,Katito Health Facility,JDxlON5KLqU,Zambia,Northern,Mbala,31.35794,-9.06113,268774,13,,
katito,Katito Health Facility,JDxlON5KLqU,Zambia,Northern,Mbala,31.35794,-9.06113,268774,,,124
katito,Katito Health Facility,JDxlON5KLqU,Zambia,Northern,Mbala,31.35794,-9.06113,268774,,683,
kato,Kato Health Post,efuTeUk85uR,Zambia,Central,Kapiri-Mposhi,28.19329,-14.39635,301722,15,,
kato,Kato Health Post,efuTeUk85uR,Zambia,Central,Kapiri-Mposhi,28.19329,-14.39635,301722,,,136
kato,Kato Health Post,efuTeUk85uR,Zambia,Central,Kapiri-Mposhi,28.19329,-14.39635,301722,,5350,
katondo,Katondo Health Centre,RJ0EiF0KofB,Zambia,Copperbelt,Ndola,28.65081,-12.97039,574437,3,,
katondo,Katondo Health Centre,RJ0EiF0KofB,Zambia,Copperbelt,Ndola,28.65081,-12.97039,574437,,,56
katondo,Katondo Health Centre,RJ0EiF0KofB,Zambia,Copperbelt,Ndola,28.65081,-12.97039,574437,,1009,
katondo_uhc,Katondo Urban Health Centre,nWrXUYaXW09,Zambia,Central,Kabwe,28.45354,-14.44858,234055,,,1
katondo_uhc,Katondo Urban Health Centre,nWrXUYaXW09,Zambia,Central,Kabwe,28.45354,-14.44858,234055,23,,
katondo_uhc,Katondo Urban Health Centre,nWrXUYaXW09,Zambia,Central,Kabwe,28.45354,-14.44858,234055,,793,
kawam_ndola,Kawama (Ndola) Urban Health Centre,Pcd2UByO7NW,Zambia,Copperbelt,Ndola,28.62848,-12.93458,574437,3,,
kawam_ndola,Kawama (Ndola) Urban Health Centre,Pcd2UByO7NW,Zambia,Copperbelt,Ndola,28.62848,-12.93458,574437,,,56
kawam_ndola,Kawama (Ndola) Urban Health Centre,Pcd2UByO7NW,Zambia,Copperbelt,Ndola,28.62848,-12.93458,574437,,1009,
kawama_kipiri,Kawama Urban Health Centre,aJWN8Ehn1f9,Zambia,Central,Kapiri-Mposhi,28.68936,-13.98774,301722,15,,
kawama_kipiri,Kawama Urban Health Centre,aJWN8Ehn1f9,Zambia,Central,Kapiri-Mposhi,28.68936,-13.98774,301722,,,136
kawama_kipiri,Kawama Urban Health Centre,aJWN8Ehn1f9,Zambia,Central,Kapiri-Mposhi,28.68936,-13.98774,301722,,5350,
kawama_kitwe,Kawama Urban Health Centre,KR5SVdUhsRJ,Zambia,Copperbelt,Kitwe,28.6099,-12.93994,738320,0,,
kawama_kitwe,Kawama Urban Health Centre,KR5SVdUhsRJ,Zambia,Copperbelt,Kitwe,28.6099,-12.93994,738320,,,279
kawama_kitwe,Kawama Urban Health Centre,KR5SVdUhsRJ,Zambia,Copperbelt,Kitwe,28.6099,-12.93994,738320,,12688,
kawama_kabwe,Kawama Urban Health Centre,UBwLCGKGqjY,Zambia,Central,Kabwe,28.42835,-14.42057,234055,,,1
kawama_kabwe,Kawama Urban Health Centre,UBwLCGKGqjY,Zambia,Central,Kabwe,28.42835,-14.42057,234055,23,,
kawama_kabwe,Kawama Urban Health Centre,UBwLCGKGqjY,Zambia,Central,Kabwe,28.42835,-14.42057,234055,,793,
kawimbe,Kawimbe Rural Health Centre,r0FyFvkpWKX,Zambia,Northern,Mbala,31.5267,-8.8294,268774,13,,
kawimbe,Kawimbe Rural Health Centre,r0FyFvkpWKX,Zambia,Northern,Mbala,31.5267,-8.8294,268774,,,124
kawimbe,Kawimbe Rural Health Centre,r0FyFvkpWKX,Zambia,Northern,Mbala,31.5267,-8.8294,268774,,683,
kayosha,Kayosha Rural Health Centre,gN24sANR1u8,Zambia,Central,Chibombo,28.23731,-15.20374,250702,1,,
kayosha,Kayosha Rural Health Centre,gN24sANR1u8,Zambia,Central,Chibombo,28.23731,-15.20374,250702,,,583
kayosha,Kayosha Rural Health Centre,gN24sANR1u8,Zambia,Central,Chibombo,28.23731,-15.20374,250702,,6560,
kayumweyumwe,Kayumweyumwe Rural Health Facility,FWnRSHGdFhF,Zambia,Central,Mumbwa,26.9663,-15.20051,242480,8,,
kayumweyumwe,Kayumweyumwe Rural Health Facility,FWnRSHGdFhF,Zambia,Central,Mumbwa,26.9663,-15.20051,242480,,,113
kayumweyumwe,Kayumweyumwe Rural Health Facility,FWnRSHGdFhF,Zambia,Central,Mumbwa,26.9663,-15.20051,242480,,5250,
keembe,Keembe Rural Health Centre,Ux0Pvfv59L1,Zambia,Central,Chibombo,27.78012,-14.90237,250702,1,,
keembe,Keembe Rural Health Centre,Ux0Pvfv59L1,Zambia,Central,Chibombo,27.78012,-14.90237,250702,,,583
keembe,Keembe Rural Health Centre,Ux0Pvfv59L1,Zambia,Central,Chibombo,27.78012,-14.90237,250702,,6560,
keezwa,Keezwa Health Centre,B6cNuOi9W1D,Zambia,Central,Mumbwa,27.45339,-15.38963,242480,8,,
keezwa,Keezwa Health Centre,B6cNuOi9W1D,Zambia,Central,Mumbwa,27.45339,-15.38963,242480,,,113
keezwa,Keezwa Health Centre,B6cNuOi9W1D,Zambia,Central,Mumbwa,27.45339,-15.38963,242480,,5250,
kefulwa,Kefulwa Health Post,UAzFLkvMmSZ,Zambia,Luapula,Nchelenge,28.94673,-9.10946,203432,9,,
kefulwa,Kefulwa Health Post,UAzFLkvMmSZ,Zambia,Luapula,Nchelenge,28.94673,-9.10946,203432,,,717
kefulwa,Kefulwa Health Post,UAzFLkvMmSZ,Zambia,Luapula,Nchelenge,28.94673,-9.10946,203432,,850,
kilwa,Kilwa Rural Health Centre,VExEwwTADyR,Zambia,Luapula,Nchelenge,28.738772,-9.314787,203432,9,,
kilwa,Kilwa Rural Health Centre,VExEwwTADyR,Zambia,Luapula,Nchelenge,28.738772,-9.314787,203432,,,717
kilwa,Kilwa Rural Health Centre,VExEwwTADyR,Zambia,Luapula,Nchelenge,28.738772,-9.314787,203432,,850,
kitumba,Kitumba Rural Health Facility,HFDYOHYwpHn,Zambia,Central,Mumbwa,26.81981,-14.75856,242480,8,,
kitumba,Kitumba Rural Health Facility,HFDYOHYwpHn,Zambia,Central,Mumbwa,26.81981,-14.75856,242480,,,113
kitumba,Kitumba Rural Health Facility,HFDYOHYwpHn,Zambia,Central,Mumbwa,26.81981,-14.75856,242480,,5250,
kohima,Kohima Camp Hospital,wQSqVTmtoTV,Zambia,Central,Kabwe,28.47902,-14.40043,234055,,,1
kohima,Kohima Camp Hospital,wQSqVTmtoTV,Zambia,Central,Kabwe,28.47902,-14.40043,234055,23,,
kohima,Kohima Camp Hospital,wQSqVTmtoTV,Zambia,Central,Kabwe,28.47902,-14.40043,234055,,793,
Kosamu,Kosamu Mini Hospital,lrnc7HBW0dg,Zambia,Luapula,Mansa,28.42813,-11.47773,253414,5,,
Kosamu,Kosamu Mini Hospital,lrnc7HBW0dg,Zambia,Luapula,Mansa,28.42813,-11.47773,253414,,,210
Kosamu,Kosamu Mini Hospital,lrnc7HBW0dg,Zambia,Luapula,Mansa,28.42813,-11.47773,253414,,4636,
laurent_chita,Laurent Chita Health Post,nSc7yFL2t65,Zambia,Northern,Luwingu,30.21435,-10.28999,179554,3,,
laurent_chita,Laurent Chita Health Post,nSc7yFL2t65,Zambia,Northern,Luwingu,30.21435,-10.28999,179554,,,283
laurent_chita,Laurent Chita Health Post,nSc7yFL2t65,Zambia,Northern,Luwingu,30.21435,-10.28999,179554,,1341,
likumbi,Likumbi Health Post,nMY11KDwxUH,Zambia,Central,Kapiri-Mposhi,28.94339,-14.38621,301722,15,,
likumbi,Likumbi Health Post,nMY11KDwxUH,Zambia,Central,Kapiri-Mposhi,28.94339,-14.38621,301722,,,136
likumbi,Likumbi Health Post,nMY11KDwxUH,Zambia,Central,Kapiri-Mposhi,28.94339,-14.38621,301722,,5350,
location_urban,Location Urban Clinic,o1NBAknIvfS,Zambia,Northern,Kasama,31.97,-10.272,306462,12,,
location_urban,Location Urban Clinic,o1NBAknIvfS,Zambia,Northern,Kasama,31.97,-10.272,306462,,,369
location_urban,Location Urban Clinic,o1NBAknIvfS,Zambia,Northern,Kasama,31.97,-10.272,306462,,1229,
lofoi,Lofoi Mini Hospital,QSLsNLvq9jt,Zambia,Luapula,Mansa,28.46561,-11.35395,253414,5,,
lofoi,Lofoi Mini Hospital,QSLsNLvq9jt,Zambia,Luapula,Mansa,28.46561,-11.35395,253414,,,210
lofoi,Lofoi Mini Hospital,QSLsNLvq9jt,Zambia,Luapula,Mansa,28.46561,-11.35395,253414,,4636,
luamfumu,Luamfumu Rural Health Centre,vpOm05NQB11,Zambia,Luapula,Mansa,28.80722,-10.78448,253414,5,,
luamfumu,Luamfumu Rural Health Centre,vpOm05NQB11,Zambia,Luapula,Mansa,28.80722,-10.78448,253414,,,210
luamfumu,Luamfumu Rural Health Centre,vpOm05NQB11,Zambia,Luapula,Mansa,28.80722,-10.78448,253414,,4636,
luangwa_kitwe,Luangwa Urban Health Centre,R9TeC3PLjpA,Zambia,Copperbelt,Kitwe,28.28426,-12.87483,738320,0,,
luangwa_kitwe,Luangwa Urban Health Centre,R9TeC3PLjpA,Zambia,Copperbelt,Kitwe,28.28426,-12.87483,738320,,,279
luangwa_kitwe,Luangwa Urban Health Centre,R9TeC3PLjpA,Zambia,Copperbelt,Kitwe,28.28426,-12.87483,738320,,12688,
luanshimba,Luanshimba Rural Health Centre,nKr22x0JnhZ,Zambia,Central,Kapiri-Mposhi,28.56005,-14.29404,301722,15,,
luanshimba,Luanshimba Rural Health Centre,nKr22x0JnhZ,Zambia,Central,Kapiri-Mposhi,28.56005,-14.29404,301722,,,136
luanshimba,Luanshimba Rural Health Centre,nKr22x0JnhZ,Zambia,Central,Kapiri-Mposhi,28.56005,-14.29404,301722,,5350,
lubemba,Lubemba Health Post,DtVDH881WXO,Zambia,Central,Mumbwa,27.04638,-15.00845,242480,8,,
lubemba,Lubemba Health Post,DtVDH881WXO,Zambia,Central,Mumbwa,27.04638,-15.00845,242480,,,113
lubemba,Lubemba Health Post,DtVDH881WXO,Zambia,Central,Mumbwa,27.04638,-15.00845,242480,,5250,
lubende,Lubende Rural Health Clinic,JxVZOfkK5LJ,Zambia,Luapula,Mansa,29.28538,-11.27699,253414,5,,
lubende,Lubende Rural Health Clinic,JxVZOfkK5LJ,Zambia,Luapula,Mansa,29.28538,-11.27699,253414,,,210
lubende,Lubende Rural Health Clinic,JxVZOfkK5LJ,Zambia,Luapula,Mansa,29.28538,-11.27699,253414,,4636,
lubushi,Lubushi Rural Health Centre,LU0pIdcuLpB,Zambia,Northern,Kasama,30.451655,-10.243497,306462,12,,
lubushi,Lubushi Rural Health Centre,LU0pIdcuLpB,Zambia,Northern,Kasama,30.451655,-10.243497,306462,,,369
lubushi,Lubushi Rural Health Centre,LU0pIdcuLpB,Zambia,Northern,Kasama,30.451655,-10.243497,306462,,1229,
luena,Luena Rural Health Centre,apYbJIIOwa8,Zambia,Northern,Luwingu,30.20775,-10.65179,179554,3,,
luena,Luena Rural Health Centre,apYbJIIOwa8,Zambia,Northern,Luwingu,30.20775,-10.65179,179554,,,283
luena,Luena Rural Health Centre,apYbJIIOwa8,Zambia,Northern,Luwingu,30.20775,-10.65179,179554,,1341,
luili,Luili Health Centre,CcsFy4KIMxp,Zambia,Central,Mumbwa,27.19035,-15.16102,242480,8,,
luili,Luili Health Centre,CcsFy4KIMxp,Zambia,Central,Mumbwa,27.19035,-15.16102,242480,,,113
luili,Luili Health Centre,CcsFy4KIMxp,Zambia,Central,Mumbwa,27.19035,-15.16102,242480,,5250,
luka,Luka Health Post,wfNhEmi9rGv,Zambia,Northern,Mbala,31.64208,-8.91067,268774,13,,
luka,Luka Health Post,wfNhEmi9rGv,Zambia,Northern,Mbala,31.64208,-8.91067,268774,,,124
luka,Luka Health Post,wfNhEmi9rGv,Zambia,Northern,Mbala,31.64208,-8.91067,268774,,683,
lukali,Lukali Health Post,MsMHXKONIrE,Zambia,Luapula,Mansa,29.14578,-11.27498,253414,5,,
lukali,Lukali Health Post,MsMHXKONIrE,Zambia,Luapula,Mansa,29.14578,-11.27498,253414,,,210
lukali,Lukali Health Post,MsMHXKONIrE,Zambia,Luapula,Mansa,29.14578,-11.27498,253414,,4636,
lukashya,Lukashya Clinic,NMLTAkQd0Qf,Zambia,Northern,Kasama,31.222,-10.2136,306462,12,,
lukashya,Lukashya Clinic,NMLTAkQd0Qf,Zambia,Northern,Kasama,31.222,-10.2136,306462,,,369
lukashya,Lukashya Clinic,NMLTAkQd0Qf,Zambia,Northern,Kasama,31.222,-10.2136,306462,,1229,
lukomba,Lukomba Health Post,gsl8GHWQrgM,Zambia,Central,Kapiri-Mposhi,28.67111,-13.89551,301722,15,,
lukomba,Lukomba Health Post,gsl8GHWQrgM,Zambia,Central,Kapiri-Mposhi,28.67111,-13.89551,301722,,,136
lukomba,Lukomba Health Post,gsl8GHWQrgM,Zambia,Central,Kapiri-Mposhi,28.67111,-13.89551,301722,,5350,
lukupa,Lukupa Rural Health Centre,YxEdXolgVR5,Zambia,Northern,Kasama,31.19354,-10.1991,306462,12,,
lukupa,Lukupa Rural Health Centre,YxEdXolgVR5,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,,369
lukupa,Lukupa Rural Health Centre,YxEdXolgVR5,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,1229,
lunchu,Lunchu B Rural Health Centre,QiGmcPLvlg2,Zambia,Central,Kapiri-Mposhi,28.87544,-13.94501,301722,15,,
lunchu,Lunchu B Rural Health Centre,QiGmcPLvlg2,Zambia,Central,Kapiri-Mposhi,28.87544,-13.94501,301722,,,136
lunchu,Lunchu B Rural Health Centre,QiGmcPLvlg2,Zambia,Central,Kapiri-Mposhi,28.87544,-13.94501,301722,,5350,
lungobe,Lungobe Health Centre,C3Cu5RebZrI,Zambia,Central,Mumbwa,26.82175,-15.01553,242480,8,,
lungobe,Lungobe Health Centre,C3Cu5RebZrI,Zambia,Central,Mumbwa,26.82175,-15.01553,242480,,,113
lungobe,Lungobe Health Centre,C3Cu5RebZrI,Zambia,Central,Mumbwa,26.82175,-15.01553,242480,,5250,
lunsemfwa,Lunsemfwa Rural Health Centre,ssAPrmvhpiN,Zambia,Central,Kapiri-Mposhi,28.8445,-14.73059,301722,15,,
lunsemfwa,Lunsemfwa Rural Health Centre,ssAPrmvhpiN,Zambia,Central,Kapiri-Mposhi,28.8445,-14.73059,301722,,,136
lunsemfwa,Lunsemfwa Rural Health Centre,ssAPrmvhpiN,Zambia,Central,Kapiri-Mposhi,28.8445,-14.73059,301722,,5350,
luntofwe,Luntofwe Health Post,FTYZDPM5ot5,Zambia,Northern,Kaputa,29.04281,-9.04662,94574,0,,
luntofwe,Luntofwe Health Post,FTYZDPM5ot5,Zambia,Northern,Kaputa,29.04281,-9.04662,94574,,,165
luntofwe,Luntofwe Health Post,FTYZDPM5ot5,Zambia,Northern,Kaputa,29.04281,-9.04662,94574,,393,
luongo,Luongo Health Post,hBXFywMcqsB,Zambia,Copperbelt,Kitwe,28.19216,-12.76678,738320,0,,
luongo,Luongo Health Post,hBXFywMcqsB,Zambia,Copperbelt,Kitwe,28.19216,-12.76678,738320,,,279
luongo,Luongo Health Post,hBXFywMcqsB,Zambia,Copperbelt,Kitwe,28.19216,-12.76678,738320,,12688,
